Date;Tcapt;TcaptF;TbalS;TbalA;TalT;TpoeleB;TretC;TdepC;Text;Tcap2;TZ1;TZ2;TZ3;TZ4;T15;T16;Deb1;Deb2;Deb3;Deb4;Deb5;HC/HP;APP;SOL;BTC;C7;C1;C2;C3;V3VAB;V3VAS;S10;S11;V3VSS;V3VSB;chdr1;chdr2;Tcons1;Tcons2;Tcons3;Tcons4;TconsECS;POSV3VSOL;POSV3VAPP;POSV3VOPT;DemZ1;DemZ2;DemZ3;DemZ4;DemECS;MD;dtcapt3mn;TconPisc_dep;Tcaptcalc;anticc_chd;var_cir;demPisc_D;def_T;def;tfmoy;index1;index2;index3;index4;index5;index6;index1S;index2S;index3S;index4S;index5S;index6S;TZF_1;TZF_2;TZF_3;TZF_4;TZF_5;TZF_6;TZF_7;TZF_8;TZF_9;TZF_10;TZF_11;TZF_12;TZF_13;Electrova 1;Electrova 2;Electrova 3;Electrova 4;Electrova 5;Electrova 6;Electrova 7;Electrova 8;Electrova 9;Electrova 10;Electrova 11;Electrova 12;Electrova 13
05/12/23 15:26;11.3;13.5;12.7;15.3;17.1;null;30.2;54.0;8.0;12.6;10.9;null;null;null;null;12.3;0.0;0.0;0.0;0.0;0.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0.0;0.0;0.0;0.0;44.0;100;100;50;0;0;0;1;2;-70.5;0.0;30.0;11.3;0.0;0.0;182;0;0;0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;21;12.6;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 15:26;11.3;13.9;12.7;15.6;17.1;null;30.2;54.0;8.0;12.6;10.9;null;null;null;null;12.3;0.0;0.0;0.0;0.0;0.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0.0;0.0;0.0;0.0;44.0;100;100;50;0;0;0;1;2;-70.5;0.0;30.0;11.3;0.0;0.0;182;0;0;0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;21;12.6;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 15:27;11.3;14.2;12.7;15.7;17.1;null;30.3;54.1;8.0;12.6;10.9;null;null;null;null;12.3;0.0;0.0;0.0;0.0;0.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0.0;0.0;0.0;0.0;44.0;100;100;50;0;0;0;1;2;-70.4;0.0;30.0;11.3;0.0;0.0;182;0;0;0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;21;12.6;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 15:27;11.3;14.7;12.7;16.1;17.1;null;30.6;54.1;8.0;12.6;10.9;null;null;null;null;12.3;0.0;0.0;0.0;0.0;0.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0.0;0.0;0.0;0.0;44.0;100;100;50;0;0;0;1;2;-70.4;0.0;30.0;11.3;0.0;0.0;182;0;0;0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;21;12.6;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 15:28;11.3;15.0;12.7;16.2;17.1;null;31.2;54.1;8.0;12.6;10.9;null;null;null;null;12.3;0.0;0.0;0.0;0.0;0.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0.0;0.0;0.0;0.0;44.0;100;100;50;0;0;0;1;2;-70.3;0.0;30.0;11.3;0.0;0.0;182;0;0;0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;21;12.6;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 15:28;11.3;15.3;12.7;16.4;17.1;null;32.1;54.1;8.0;12.6;10.9;null;null;null;null;12.3;0.0;0.0;0.0;0.0;0.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0.0;0.0;0.0;0.0;44.0;100;100;50;0;0;0;1;2;-70.3;0.0;30.0;11.3;0.0;0.0;182;0;0;0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;21;12.6;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 15:29;11.3;15.8;12.7;16.7;17.1;null;33.2;54.1;8.0;12.6;10.9;null;null;null;null;12.3;0.0;0.0;0.0;0.0;0.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0.0;0.0;0.0;0.0;44.0;100;100;50;0;0;0;1;2;-70.3;0.0;30.0;11.3;0.0;0.0;182;0;0;0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;21;12.6;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 15:29;11.3;16.1;12.7;16.9;17.1;null;34.0;54.2;8.0;12.6;10.9;null;null;null;null;12.3;0.0;0.0;0.0;0.0;0.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0.0;0.0;0.0;0.0;44.0;100;100;50;0;0;0;1;2;-70.1;0.0;30.0;11.3;0.0;0.0;182;0;0;0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;21;12.6;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 15:30;11.2;16.4;12.7;17.2;17.1;null;34.8;54.2;8.0;12.6;10.9;null;null;null;null;12.3;0.0;0.0;0.0;0.0;0.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0.0;0.0;0.0;0.0;44.0;100;100;50;0;0;0;1;2;-70.1;0.0;30.0;11.2;0.0;0.0;182;0;0;0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;20.9;12.7;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 15:30;11.2;16.9;12.7;17.4;17.1;null;35.4;54.0;8.0;12.6;10.9;null;null;null;null;12.3;0.0;0.0;0.0;0.0;0.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0.0;0.0;0.0;0.0;44.0;100;100;50;0;0;0;1;2;-70.0;0.0;30.0;11.2;0.0;0.0;182;0;0;0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;20.9;12.7;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 15:31;11.1;17.2;12.7;17.6;17.1;null;35.8;52.2;8.0;12.6;10.9;null;null;null;null;12.3;0.0;0.0;0.0;0.0;0.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0.0;0.0;0.0;0.0;44.0;100;100;50;0;0;0;1;2;-70.0;0.0;30.0;11.2;0.0;0.0;182;0;0;0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;20.9;12.7;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 15:31;11.1;17.6;12.7;18.0;17.1;null;35.3;49.0;8.0;12.6;10.9;null;null;null;null;12.3;0.0;0.0;0.0;0.0;0.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0.0;0.0;0.0;0.0;44.0;100;100;50;0;0;0;1;2;-69.9;0.0;30.0;11.1;0.0;0.0;182;0;0;0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;20.8;12.8;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 15:32;11.1;18.1;12.7;18.2;17.1;null;34.5;46.8;8.0;12.6;10.9;null;null;null;null;12.3;0.0;0.0;0.0;0.0;0.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0.0;0.0;0.0;0.0;44.0;100;100;50;0;0;0;1;2;-69.9;0.0;30.0;11.1;0.0;0.0;182;0;0;0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;20.8;12.8;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 15:32;11.0;18.4;12.7;18.4;17.1;null;33.8;45.5;8.0;12.6;10.9;null;null;null;null;12.3;0.0;0.0;0.0;0.0;0.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0.0;0.0;0.0;0.0;44.0;100;100;50;0;0;0;1;2;-69.7;0.0;30.0;11.1;0.0;0.0;182;0;0;0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;20.8;12.8;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 15:33;11.0;18.7;12.7;18.8;17.1;null;33.5;45.1;8.0;12.6;10.9;null;null;null;null;12.3;0.0;0.0;0.0;0.0;0.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0.0;0.0;0.0;0.0;44.0;100;100;50;0;0;0;1;2;-69.7;0.0;30.0;11.0;0.0;0.0;182;0;0;0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;20.8;12.8;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 15:33;10.9;19.1;12.7;18.9;17.1;null;33.5;45.1;8.0;12.6;10.9;null;null;null;null;12.3;0.0;0.0;0.0;0.0;0.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0.0;0.0;0.0;0.0;44.0;100;100;50;0;0;0;1;2;-69.6;0.0;30.0;11.0;0.0;0.0;182;0;0;0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;20.7;12.9;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 15:34;10.9;19.4;12.7;19.1;17.1;null;33.5;45.5;8.0;12.6;10.9;null;null;null;null;12.3;0.0;0.0;0.0;0.0;0.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0.0;0.0;0.0;0.0;44.0;100;100;50;0;0;0;1;2;-69.6;0.0;30.0;10.9;0.0;0.0;182;0;0;0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;20.7;12.9;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 15:34;10.9;19.6;12.7;19.4;17.1;null;33.9;45.9;8.0;12.6;10.9;null;null;null;null;12.3;0.0;0.0;0.0;0.0;0.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0.0;0.0;0.0;0.0;44.0;100;100;50;0;0;0;1;2;-69.5;0.0;30.0;10.9;0.0;0.0;182;0;0;0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;20.7;12.9;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 15:35;10.8;19.8;12.7;19.5;17.1;null;34.2;46.2;8.0;12.6;10.9;null;null;null;null;12.3;0.0;0.0;0.0;0.0;0.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0.0;0.0;0.0;0.0;44.0;100;100;50;0;0;0;1;2;-69.5;0.0;30.0;10.8;0.0;0.0;182;0;0;0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;20.6;12.9;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 15:35;10.8;19.8;12.7;19.7;17.1;null;34.4;46.4;8.0;12.6;10.9;null;null;null;null;12.3;0.0;0.0;0.0;0.0;0.0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0.0;0.0;0.0;0.0;44.0;100;100;50;0;0;0;1;2;-69.5;0.0;30.0;10.8;0.0;0.0;182;0;0;0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;20.6;12.9;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
